date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:29:33	891584/891584	---MCZ	200	added ('OK')	font/ttf	etag:W/%22bc49caa6c76dba9695b58d39ca306c75%22	https://isti-html.vercel.app/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/fonts/fa-regular-400.ttf	(from https://isti-html.vercel.app/css/font-awesome-pro.css)
15:29:33	303544/303544	---M--	200	added ('OK')	font/woff2	etag:%2278863e0f6e65fbe6175866e6d5b6f18a%22	https://isti-html.vercel.app/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/fonts/fa-solid-900.woff2	(from https://isti-html.vercel.app/css/font-awesome-pro.css)
15:29:34	785900/785900	---MCZ	200	added ('OK')	font/ttf	etag:W/%228d1b6344c3391f41ca45c49d653c2ccb%22	https://isti-html.vercel.app/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/fonts/fa-solid-900.ttf	(from https://isti-html.vercel.app/css/font-awesome-pro.css)
15:29:34	426420/426420	---M--	200	added ('OK')	font/woff2	etag:%22015f3b0d24a8fd69ccb02fdcdbbcf310%22	https://isti-html.vercel.app/fonts/fa-thin-100.woff2	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/fonts/fa-thin-100.woff2	(from https://isti-html.vercel.app/css/font-awesome-pro.css)
15:29:34	1100824/1100824	---MCZ	200	added ('OK')	font/ttf	etag:W/%2205d600eb0481fed5efe4ad89f6876e67%22	https://isti-html.vercel.app/fonts/fa-thin-100.ttf	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/fonts/fa-thin-100.ttf	(from https://isti-html.vercel.app/css/font-awesome-pro.css)
15:29:34	4964/4964	---M--	200	added ('OK')	font/woff2	etag:%22e08822f73b5d7a9928c8f395e9782df2%22	https://isti-html.vercel.app/fonts/fa-v4compatibility.woff2	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/fonts/fa-v4compatibility.woff2	(from https://isti-html.vercel.app/css/font-awesome-pro.css)
15:29:35	10556/10556	---MCZ	200	added ('OK')	font/ttf	etag:W/%2218fdc2b11d2e2677a89107ecb39b9a8b%22	https://isti-html.vercel.app/fonts/fa-v4compatibility.ttf	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/fonts/fa-v4compatibility.ttf	(from https://isti-html.vercel.app/css/font-awesome-pro.css)
15:29:35	37257/37257	---MCZ	200	added ('OK')	text/html	etag:W/%22796941c566614a688636f0ffe6d738c0%22	https://isti-html.vercel.app/	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/index-3.html	(from https://isti-html.vercel.app/css/plugin.css)
15:29:36	59017/59017	---M--	200	added ('OK')	image/png	etag:%22b2d62726b20b8e19c6ef3c8cc02a9ceb%22	https://isti-html.vercel.app/images/circle.png	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/circle.png	(from https://isti-html.vercel.app/css/style.css)
15:29:36	62560/62560	---M--	200	added ('OK')	image/jpeg	etag:%22d84f67b96e2aba441b3dc44dcd847fcf%22	https://isti-html.vercel.app/images/contact_bg.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/contact_bg.jpg	(from https://isti-html.vercel.app/css/style.css)
15:29:36	360103/360103	---M--	200	added ('OK')	image/png	etag:%227e631bf6ee6c1f96a50ab13b7addd0db%22	https://isti-html.vercel.app/images/contact_bg_2.png	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/contact_bg_2.png	(from https://isti-html.vercel.app/css/style.css)
15:29:36	6784/6784	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22213e22a144980130d48e127870312317%22	https://isti-html.vercel.app/isti-icon/fonts/icomoon.eot?46zpfj	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/isti-icon/fonts/icomoon920a.eot	(from https://isti-html.vercel.app/isti-icon/style.css)
15:29:36	6620/6620	---MCZ	200	added ('OK')	font/ttf	etag:W/%22460452fad95c3da6f0f31bd007516cea%22	https://isti-html.vercel.app/isti-icon/fonts/icomoon.ttf?46zpfj	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/isti-icon/fonts/icomoon920a.ttf	(from https://isti-html.vercel.app/isti-icon/style.css)
15:29:37	6696/6696	---M--	200	added ('OK')	font/woff	etag:%22335df7c3e0b4f9992c0b11b3534a0ea0%22	https://isti-html.vercel.app/isti-icon/fonts/icomoon.woff?46zpfj	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/isti-icon/fonts/icomoon920a.woff	(from https://isti-html.vercel.app/isti-icon/style.css)
15:29:37	22717/22717	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a090cd0fe270a9be869cd607df9afc1f%22	https://isti-html.vercel.app/isti-icon/fonts/icomoon.svg?46zpfj	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/isti-icon/fonts/icomoon920a.svg	(from https://isti-html.vercel.app/isti-icon/style.css)
15:29:37	3466/3466	---M--	200	added ('OK')	image/png	etag:%22c8ef05843e73a9a05453ae50bfe66378%22	https://isti-html.vercel.app/images/logo_2.png	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/logo_2.png	(from https://isti-html.vercel.app/blog-details.html)
15:29:37	19259/19259	---MCZ	200	added ('OK')	text/html	etag:W/%22a3f8196ee5e47b8de5357baa6be2ca56%22	https://isti-html.vercel.app/blog.html	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/blog.html	(from https://isti-html.vercel.app/blog-details.html)
15:29:38	13965/13965	---MCZ	200	added ('OK')	text/html	etag:W/%225af12f370cb2f5cfe5ad251a47b41a20%22	https://isti-html.vercel.app/contact.html	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/contact.html	(from https://isti-html.vercel.app/blog-details.html)
15:29:38	720145/720145	---M--	200	added ('OK')	image/jpeg	etag:%2257846706ba2bfc5ac0aa42bc8fdc2ec0%22	https://isti-html.vercel.app/images/bredcrumbs_bg.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/bredcrumbs_bg.jpg	(from https://isti-html.vercel.app/blog-details.html)
15:29:38	414583/414583	---M--	200	added ('OK')	image/jpeg	etag:%221c28cb1463ff661cad175d3f2a2ea140%22	https://isti-html.vercel.app/images/blog_details_1.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/blog_details_1.jpg	(from https://isti-html.vercel.app/blog-details.html)
15:29:38	101510/101510	---M--	200	added ('OK')	image/jpeg	etag:%2217e0991234233815c1da132005019179%22	https://isti-html.vercel.app/images/blog_details_2.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/blog_details_2.jpg	(from https://isti-html.vercel.app/blog-details.html)
15:29:39	131637/131637	---M--	200	added ('OK')	image/jpeg	etag:%22af2849a4ace1345825b0e8ab530afff6%22	https://isti-html.vercel.app/images/blog_details_3.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/blog_details_3.jpg	(from https://isti-html.vercel.app/blog-details.html)
15:29:39	371434/371434	---M--	200	added ('OK')	image/jpeg	etag:%22d6a26616404c948d3ca4353f25b3c96f%22	https://isti-html.vercel.app/images/blog_details_4.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/blog_details_4.jpg	(from https://isti-html.vercel.app/blog-details.html)
15:29:39	74215/74215	---M--	200	added ('OK')	image/jpeg	etag:%22364e7505869ec21442b9d62843f5f08d%22	https://isti-html.vercel.app/images/blog_details_5.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/blog_details_5.jpg	(from https://isti-html.vercel.app/blog-details.html)
15:29:39	285663/285663	---M--	200	added ('OK')	image/jpeg	etag:%220ff6b0d6d273ccd5a6937a6421094448%22	https://isti-html.vercel.app/images/blog_details_6.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/blog_details_6.jpg	(from https://isti-html.vercel.app/blog-details.html)
15:29:40	183040/183040	---M--	200	added ('OK')	image/jpeg	etag:%22c5dc0fdd75ae36c47a65d5250187a27a%22	https://isti-html.vercel.app/images/blog_details_7.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/blog_details_7.jpg	(from https://isti-html.vercel.app/blog-details.html)
15:29:40	3525/3525	---M--	200	added ('OK')	image/png	etag:%22059b2b0fe0a944c1eb949e00bafae28d%22	https://isti-html.vercel.app/images/logo_1.png	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/logo_1.png	(from https://isti-html.vercel.app/index.html)
15:29:40	60608/60608	---M--	200	added ('OK')	image/jpeg	etag:%224b41be29bcd96eef95f8b9991054acef%22	https://isti-html.vercel.app/images/banner_bg.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/banner_bg.jpg	(from https://isti-html.vercel.app/index.html)
15:29:40	146480/146480	---M--	200	added ('OK')	image/png	etag:%22537953026e44e25e51a3b584b9436249%22	https://isti-html.vercel.app/images/banner_img.png	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/banner_img.png	(from https://isti-html.vercel.app/index.html)
15:29:40	105961/105961	---M--	200	added ('OK')	image/jpeg	etag:%22bb6a9ae07777feb3b94690c35c2701a9%22	https://isti-html.vercel.app/images/about_img.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/about_img.jpg	(from https://isti-html.vercel.app/index.html)
15:29:41	54216/54216	---M--	200	added ('OK')	image/jpeg	etag:%2284a31a0e4c8d02c8921140f0f358fd88%22	https://isti-html.vercel.app/images/service_1.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/service_1.jpg	(from https://isti-html.vercel.app/index.html)
15:29:41	48371/48371	---M--	200	added ('OK')	image/jpeg	etag:%226193ac65cbecfd6fbd159df6097d07a1%22	https://isti-html.vercel.app/images/service_2.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/service_2.jpg	(from https://isti-html.vercel.app/index.html)
15:29:41	42076/42076	---M--	200	added ('OK')	image/jpeg	etag:%223450edf5858d904fd71ce8ff993e24b5%22	https://isti-html.vercel.app/images/service_3.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/service_3.jpg	(from https://isti-html.vercel.app/index.html)
15:29:41	49693/49693	---M--	200	added ('OK')	image/jpeg	etag:%2240fb3ab95e0a06a9ace228257189040c%22	https://isti-html.vercel.app/images/portfolio_1.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/portfolio_1.jpg	(from https://isti-html.vercel.app/index.html)
15:29:41	24883/24883	---M--	200	added ('OK')	image/jpeg	etag:%2288dcb1a9b8a8281eefcbba49bd8b4a3e%22	https://isti-html.vercel.app/images/portfolio_2.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/portfolio_2.jpg	(from https://isti-html.vercel.app/index.html)
15:29:42	33371/33371	---M--	200	added ('OK')	image/jpeg	etag:%22bd3f61634428e87cc8d4068e9cdabfbb%22	https://isti-html.vercel.app/images/testimonial_1.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/testimonial_1.jpg	(from https://isti-html.vercel.app/index.html)
15:29:42	31544/31544	---M--	200	added ('OK')	image/jpeg	etag:%2253429ef795f8dcb9005c202838713ba8%22	https://isti-html.vercel.app/images/testimonial_2.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/testimonial_2.jpg	(from https://isti-html.vercel.app/index.html)
15:29:42	40508/40508	---M--	200	added ('OK')	image/png	etag:%222d1822b5def24d3f29ab5b79474ac7e8%22	https://isti-html.vercel.app/images/brand_1.png	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/brand_1.png	(from https://isti-html.vercel.app/index.html)
15:29:42	32477/32477	---M--	200	added ('OK')	image/png	etag:%22105aaabd56bbe85867e0b2483735bfbd%22	https://isti-html.vercel.app/images/brand_2.png	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/brand_2.png	(from https://isti-html.vercel.app/index.html)
15:29:42	45755/45755	---M--	200	added ('OK')	image/png	etag:%225127abec3e28e73841299fdfd24d64dd%22	https://isti-html.vercel.app/images/brand_3.png	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/brand_3.png	(from https://isti-html.vercel.app/index.html)
15:29:43	49798/49798	---M--	200	added ('OK')	image/png	etag:%22ce41d62e1062d301de612fb201f1b703%22	https://isti-html.vercel.app/images/brand_4.png	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/brand_4.png	(from https://isti-html.vercel.app/index.html)
15:29:43	48026/48026	---M--	200	added ('OK')	image/png	etag:%22beae96446a6676688139ba4fe04aaf7d%22	https://isti-html.vercel.app/images/brand_5.png	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/brand_5.png	(from https://isti-html.vercel.app/index.html)
15:29:43	32812/32812	---M--	200	added ('OK')	image/jpeg	etag:%22337130b7be35134753a484479adbe7c4%22	https://isti-html.vercel.app/images/blog_1.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/blog_1.jpg	(from https://isti-html.vercel.app/index.html)
15:29:43	48536/48536	---M--	200	added ('OK')	image/jpeg	etag:%22c3a6e788ca6223106f57519b435f9914%22	https://isti-html.vercel.app/images/blog_2.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/blog_2.jpg	(from https://isti-html.vercel.app/index.html)
15:29:44	54440/54440	---M--	200	added ('OK')	image/jpeg	etag:%22649e6a64901ccd0b2266f44e811295ec%22	https://isti-html.vercel.app/images/blog_3.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/blog_3.jpg	(from https://isti-html.vercel.app/index.html)
15:29:44	270747/270747	---M--	200	added ('OK')	image/jpeg	etag:%22aef77b2b13f6a9bdc20b71f6ae6da078%22	https://isti-html.vercel.app/images/blog_4.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/blog_4.jpg	(from https://isti-html.vercel.app/blog.html)
15:29:44	203617/203617	---M--	200	added ('OK')	image/jpeg	etag:%223bbf134eb2cdfae312f0281f9452a0db%22	https://isti-html.vercel.app/images/blog_5.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/blog_5.jpg	(from https://isti-html.vercel.app/blog.html)
15:29:45	341313/341313	---M--	200	added ('OK')	image/jpeg	etag:%221211f2c90bffcc5f70c083fb9bc15662%22	https://isti-html.vercel.app/images/blog_6.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/blog_6.jpg	(from https://isti-html.vercel.app/blog.html)
15:29:45	165357/165357	---M--	200	added ('OK')	image/jpeg	etag:%222b5acfaaf9d02f42a9b6b82cbdf4712a%22	https://isti-html.vercel.app/images/contact_img.jpg	C:/My%20Web%20Sites/portfolio/isti-html.vercel.app/images/contact_img.jpg	(from https://isti-html.vercel.app/contact.html)
